,Area,Perimeter,MajorAxisLength,MinorAxisLength,ConvexArea,EquivDiameter,roundness,ShapeFactor1,
[,27815,613.813,228.5974907,155.3319184,28104,188.1891547,0.927719668,0.008218497,]
[,27831,618.763,227.8522373,156.2023968,28260,188.2432728,0.913460984,0.008186994,]
[,27832,612.332,223.6086795,159.0774533,28086,188.2466547,0.932782453,0.00803423,]
[,27836,629.843,241.0943992,147.336671,28143,188.2601816,0.881763419,0.008661244,]
[,27837,612.74,217.883703,163.5326906,28153,188.2635631,0.93170801,0.007827126,]
[,27849,621.95,225.7073854,157.5772591,28184,188.3041372,0.904708196,0.008104685,]
[,27854,619.09,233.6339354,152.9888527,28142,188.3210405,0.913250371,0.008387806,]
[,27866,611.215,227.25766,156.4196958,28127,188.3616021,0.937338573,0.008155374,]
[,27867,617.918,227.9083356,155.8782073,28271,188.3649819,0.917145815,0.008178431,]
[,27874,625.109,240.7765137,147.781341,28153,188.3886384,0.896391349,0.008638032,]
[,27875,616.012,222.6462814,159.8193731,28270,188.3920176,0.923094993,0.007987311,]
[,27876,628.701,233.5023702,152.472541,28218,188.3953968,0.886241367,0.008376466,]
[,27883,607.37,217.1893724,164.0232263,28169,188.4190495,0.949823016,0.007789311,]
[,27884,630.303,239.4054088,148.4848418,28196,188.4224282,0.881995135,0.008585763,]
[,27888,618.792,228.801308,155.4945646,28201,188.4359425,0.915246029,0.008204292,]
[,27890,622.288,231.3788894,153.8536743,28279,188.4426993,0.905056154,0.008296124,]
[,27892,618.906,216.3091409,164.9016059,28262,188.4494558,0.915040117,0.00775524,]
[,27899,624.805,242.8678368,146.4372859,28207,188.4731017,0.898068592,0.008705252,]
[,27903,626.565,236.0763095,151.0462383,28254,188.4866123,0.893158427,0.008460607,]
[,27915,622.004,234.7019768,151.5905357,28209,188.5271383,0.906694834,0.008407737,]
[,27920,618.669,235.3396905,151.3921866,28181,188.5440216,0.916660606,0.008429072,]
[,27923,617.327,232.1685812,153.3572378,28171,188.5541509,0.920749297,0.0083146,]
[,27928,616.907,229.842839,154.9497265,28214,188.5710317,0.922168543,0.008229835,]
[,27939,630.69,234.0911699,152.8464885,28352,188.6081643,0.882650622,0.008378652,]
[,27940,614.789,227.1745015,156.9066452,28256,188.6115396,0.928932354,0.008130798,]
[,27948,631.844,237.8532117,149.9074151,28296,188.6385401,0.879712711,0.008510563,]
[,27950,620.231,229.7810379,155.5633095,28360,188.6452896,0.913029349,0.008221146,]
[,27950,617.057,226.7787375,157.4583231,28256,188.6452896,0.922446335,0.008113729,]
[,27955,615.682,224.5307703,158.722127,28262,188.6621623,0.926736881,0.008031864,]
[,27958,615.436,233.2828845,152.9238085,28200,188.6722852,0.927577426,0.008344048,]
[,27966,615.342,224.3227739,159.2471911,28301,188.6992769,0.928126344,0.008021268,]
[,27974,612.141,225.3443716,158.383183,28213,188.7262648,0.938126701,0.008055493,]
[,27975,622.083,238.0393937,150.0616052,28261,188.729638,0.9084129,0.008509004,]
[,27980,613.77,220.7632719,161.9728633,28333,188.7465032,0.933353714,0.007890038,]
[,27983,620.189,230.3036902,154.9381159,28323,188.7566216,0.914231158,0.008230129,]
[,27986,614.326,227.8561214,156.8294174,28280,188.7667394,0.931864787,0.00814179,]
[,27993,615.568,227.0331657,157.1875328,28289,188.7903456,0.928340372,0.008110355,]
[,27994,628.839,238.9646801,149.3935462,28369,188.7937176,0.889602276,0.008536282,]
[,27997,625.831,232.5541663,153.9486055,28322,188.8038335,0.898270667,0.008306396,]
[,27997,636.541,235.0732746,152.1932837,28462,188.8038335,0.868297593,0.008396374,]
[,27998,615.426,228.0066779,156.5950636,28329,188.8072053,0.928934715,0.008143677,]
[,28002,619.788,229.7733638,155.3576694,28301,188.820692,0.916036099,0.008205605,]
[,28008,619.174,231.5665731,154.3039597,28337,188.8409203,0.918050431,0.008267873,]
[,28018,621.239,229.9203224,155.4653734,28342,188.8746292,0.912282977,0.008206165,]
[,28018,622.769,230.3662281,155.6271652,28453,188.8746292,0.907805945,0.00822208,]
[,28024,616.129,229.6359093,155.5564939,28292,188.8948517,0.927676782,0.008194259,]
[,28026,610.943,215.446569,165.7403773,28302,188.9015921,0.94356016,0.007687382,]
[,28026,616.131,224.6623763,159.1833305,28333,188.9015921,0.927736964,0.008016213,]
[,28030,639.705,228.8356922,157.042302,28462,188.915072,0.860742944,0.008163956,]
[,28033,636.761,246.1920496,145.481788,28429,188.9251814,0.868813437,0.008782223,]
[,28040,623.664,237.3339977,150.7049282,28393,188.9487678,0.905913062,0.008464123,]
[,28047,627.089,236.2464809,151.5729929,28352,188.9723512,0.896268046,0.008423235,]
[,28052,631.486,242.500054,147.6426968,28392,188.9891947,0.883987738,0.008644662,]
[,28053,619.809,232.087381,155.0669744,28323,188.9925632,0.917642289,0.008273175,]
[,28058,621.031,235.830118,151.9948737,28351,189.0094049,0.914197472,0.008405094,]
[,28070,633.853,245.0127798,147.6998715,28561,189.0498189,0.877960903,0.008728635,]
[,28072,630.453,234.9270092,152.949461,28538,189.0565537,0.887519263,0.008368731,]
[,28078,616.31,227.3123329,157.4689594,28387,189.0767567,0.928918484,0.008095745,]
[,28083,620.77,227.9197659,157.158599,28386,189.0935909,0.91578162,0.008115934,]
[,28086,617.361,227.4237565,157.6459261,28430,189.1036907,0.926022148,0.008097406,]
[,28090,618.098,229.0966014,156.557486,28402,189.1171563,0.923946717,0.008155806,]
[,28107,629.312,241.5146029,148.6361471,28471,189.1743743,0.891851057,0.008592685,]
[,28108,617.157,226.9768014,157.9079786,28391,189.1777395,0.92736028,0.008075167,]
[,28108,614.608,225.9312352,158.5650068,28422,189.1777395,0.935068423,0.008037969,]
[,28111,615.128,226.218922,158.5212718,28391,189.1878348,0.933587798,0.008047345,]
[,28113,612.787,222.7180366,161.1962184,28405,189.1945647,0.940801432,0.007922244,]
[,28117,627.741,225.9123035,158.631502,28470,189.2080238,0.896639475,0.008034723,]
[,28122,628.351,236.6192561,152.043688,28519,189.2248464,0.895058553,0.008414027,]
[,28122,637.267,235.1853484,153.6554193,28520,189.2248464,0.870188237,0.008363038,]
[,28122,640.318,248.9921126,145.372383,28556,189.2248464,0.861915413,0.008853997,]
[,28122,625.434,232.0299677,155.040053,28491,189.2248464,0.903427059,0.008250834,]
[,28123,621.919,234.3158424,153.2049006,28501,189.2282107,0.913700497,0.008331822,]
[,28139,617.749,220.1561651,163.1082547,28459,189.2820318,0.926604535,0.00782388,]
[,28154,633.807,241.4240607,149.182599,28509,189.3324751,0.880716043,0.008575125,]
[,28154,625.922,236.0887675,152.1573347,28525,189.3324751,0.903045302,0.008385621,]
[,28157,628.77,233.6673957,154.603181,28477,189.3425622,0.894978536,0.008298732,]
[,28159,624.44,237.9533598,151.3227814,28528,189.3492866,0.907497969,0.008450348,]
[,28164,614.122,224.73913,160.1381785,28514,189.3660966,0.938414886,0.007979659,]
[,28179,619.412,220.7768625,162.9811889,28531,189.4165176,0.922945829,0.007834801,]
[,28182,620.635,223.3039122,161.3848343,28548,189.4266002,0.91940984,0.007923636,]
[,28182,620.793,228.7840665,157.2775671,28529,189.4266002,0.918941896,0.008118092,]
[,28184,626.725,233.6611576,153.9845764,28504,189.4333216,0.901692498,0.008290561,]
[,28185,618.982,223.9657923,160.5980491,28524,189.4366822,0.924425386,0.007946276,]
[,28186,616.055,223.2907113,161.4102008,28485,189.4400428,0.933263623,0.007922043,]
[,28187,621.785,228.6742393,157.2353672,28533,189.4434033,0.91617458,0.008112755,]
[,28192,625.45,233.6954694,154.2326296,28568,189.4602049,0.905629492,0.008289425,]
[,28194,634.778,227.0370844,159.0118204,28708,189.4669251,0.879271155,0.008052674,]
[,28195,621.125,226.7890086,158.7762946,28556,189.4702852,0.918383227,0.00804359,]
[,28196,624.647,233.9070745,153.8845783,28486,189.4736451,0.908088235,0.008295754,]
[,28206,625.882,241.5864235,148.8962569,28463,189.5072415,0.904828856,0.008565072,]
[,28209,615.103,223.5858671,160.9587055,28488,189.5173193,0.936918608,0.007926047,]
[,28210,638.738,246.1271263,146.4530431,28625,189.5206784,0.868895288,0.008724818,]
[,28213,626.697,230.6648877,156.269424,28535,189.5307555,0.902700954,0.008175837,]
[,28222,621.151,233.8825348,154.0372309,28482,189.5609834,0.919185731,0.008287242,]
[,28228,614.78,228.5852965,157.5332375,28468,189.5811327,0.938535083,0.008097821,]
[,28234,622.391,227.9850299,159.0121082,28560,189.6012798,0.915916044,0.00807484,]
[,28237,615.544,221.3797909,162.7226031,28558,189.6113526,0.936505243,0.007840061,]
[,28240,648.293,247.933286,145.2984482,28646,189.6214248,0.844368245,0.008779507,]
[,28249,626.229,223.0909265,161.6006147,28599,189.6516383,0.905204265,0.007897303,]
[,28259,615.509,221.2986926,162.7623504,28604,189.6852032,0.937341484,0.007831087,]
[,28260,621.209,224.6269735,160.4957296,28581,189.6885593,0.92025152,0.007948584,]
[,28260,638.989,239.4193177,150.7009315,28747,189.6885593,0.869751643,0.008472021,]
[,28262,628.251,228.451745,158.1130471,28719,189.6952715,0.899800808,0.008083354,]
[,28264,631.777,241.2246842,149.8201765,28640,189.7019834,0.889848076,0.008534697,]
[,28268,644.92,251.7619327,144.9893635,28925,189.7154065,0.854069585,0.008906252,]
[,28270,618.136,223.6029791,161.6064591,28622,189.7221177,0.92975302,0.00790955,]
[,28278,680.236,237.1094314,153.0891717,29241,189.7489601,0.76796129,0.008384943,]
[,28278,612.547,221.3212684,163.2194988,28550,189.7489601,0.947064853,0.007826624,]
[,28279,629.709,232.1746238,155.7236598,28617,189.7523151,0.896177655,0.008210143,]
[,28279,643.246,245.8127463,146.857054,28642,189.7523151,0.858854753,0.008692413,]
[,28282,618.728,224.8899722,160.7595846,28614,189.7623798,0.928368597,0.0079517,]
[,28295,627.07,239.087084,151.5628661,28623,189.8059876,0.904247912,0.0084498,]
[,28302,646.61,237.8014065,151.9245495,28765,189.8294645,0.850632863,0.008402283,]
[,28310,623.756,232.3069842,155.4600143,28650,189.8562917,0.914366405,0.008205828,]
[,28310,615.568,219.5593506,164.4053481,28603,189.8562917,0.93885314,0.00775554,]
[,28310,634.894,238.072282,151.8170946,28692,189.8562917,0.882566193,0.008409477,]
[,28313,609.268,222.4884394,162.1504801,28531,189.866351,0.958471085,0.007858173,]
[,28317,653.994,245.903404,147.369039,28893,189.8797625,0.83197366,0.00868395,]
[,28322,625.881,229.5551129,157.4856443,28703,189.8965255,0.908552958,0.008105187,]
[,28331,622.193,234.1920111,154.653152,28593,189.9266952,0.91964778,0.008266281,]
[,28332,629.269,239.2903654,151.5077212,28668,189.9300471,0.899113301,0.00844594,]
[,28332,625.573,233.953523,154.457718,28659,189.9300471,0.909768938,0.008257572,]
[,28334,624.311,231.7847752,155.9701258,28679,189.9367507,0.913515203,0.008180447,]
[,28336,623.075,234.7399309,154.2390893,28619,189.9434541,0.917207834,0.008284159,]
[,28343,640.206,239.7049813,151.7797254,28875,189.966914,0.868992845,0.00845729,]
[,28348,621.595,232.3991464,155.6135234,28636,189.9836693,0.921971005,0.008198079,]
[,28351,616.298,228.5883755,158.106545,28625,189.9937218,0.937986805,0.008062798,]
[,28352,622.517,224.6858424,161.7925612,28659,189.9970725,0.919371703,0.007924867,]
[,28352,636.235,238.1520981,152.0014672,28795,189.9970725,0.880153563,0.008399834,]
[,28354,628.104,231.7005474,156.448003,28720,190.0037738,0.903152484,0.008171706,]
[,28361,619.577,230.0013734,157.3332009,28686,190.0272263,0.928412179,0.008109777,]
[,28375,622.447,230.1061003,157.2580063,28681,190.0741226,0.920324488,0.008109466,]
[,28376,620.275,231.0659303,156.8254282,28702,190.0774719,0.926813785,0.008143006,]
[,28376,620.971,234.1214637,154.5691658,28687,190.0774719,0.924737357,0.008250686,]
[,28377,623.184,227.5483211,159.6851377,28765,190.0808211,0.918213673,0.008018759,]
[,28379,630.568,242.7688596,149.0451782,28697,190.0875194,0.896898086,0.008554525,]
[,28392,625.919,228.4209322,158.983436,28796,190.1310526,0.91068793,0.008045257,]
[,28394,634.531,235.5697753,153.8958653,28791,190.1377491,0.886197975,0.008296463,]
[,28405,630.146,242.9226468,149.7852436,28776,190.1745758,0.898922581,0.008552109,]
[,28410,643.165,245.5352113,147.9902013,28845,190.1913128,0.863050666,0.008642563,]
[,28412,623.016,227.3089876,159.4720664,28735,190.1980072,0.919842072,0.008000457,]
[,28416,621.978,227.6114676,159.1193481,28792,190.2113953,0.92304476,0.008009976,]
[,28429,751.652,224.4510362,162.6907913,29263,190.2549001,0.632321302,0.007895144,]
[,28443,633.041,239.4586552,151.6301451,28840,190.3017403,0.891911139,0.008418896,]
[,28446,631.047,240.3244637,151.3797054,28754,190.311776,0.897651285,0.008448445,]
[,28461,647.686,222.0829234,163.4388534,29044,190.3619465,0.852571871,0.007803061,]
[,28461,633.854,239.9876164,151.9461717,28896,190.3619465,0.890187617,0.008432157,]
[,28470,624.257,232.2100188,157.0196724,28802,190.3920425,0.918058782,0.008156306,]
[,28472,627.578,219.7488728,165.9536668,28848,190.3987298,0.908431986,0.007718069,]
[,28487,628.227,216.449322,168.4747024,28868,190.4488774,0.907033619,0.007598179,]
[,28488,626.458,223.0923398,162.9172243,28869,190.4522201,0.912195458,0.007831099,]
[,28492,640.735,246.9827336,147.3968207,28924,190.4655904,0.872119313,0.008668494,]
[,28507,623.604,234.702062,155.3213172,28821,190.5157204,0.92117808,0.008233138,]
[,28515,622.373,235.4868924,154.4033616,28829,190.542451,0.925085242,0.008258351,]
[,28517,616.404,218.1749201,166.6284518,28844,190.549133,0.943154417,0.007650697,]
[,28520,625.5,232.3679028,156.5454286,28824,190.5591557,0.916019581,0.008147542,]
[,28523,645.311,237.7351598,153.422423,28942,190.5691778,0.860729979,0.008334858,]
[,28526,613.94,217.0002091,167.9380806,28824,190.5791994,0.951040216,0.007607103,]
[,28532,626.691,230.3359945,157.9116792,28861,190.5992411,0.912925134,0.0080729,]
[,28532,614.649,217.4329801,167.7276121,28884,190.5992411,0.949047,0.007620671,]
[,28533,626.862,235.3354438,154.7647934,28885,190.6025811,0.912459112,0.008247834,]
[,28540,632.379,235.4003746,154.6179544,28885,190.6259599,0.896827576,0.008248086,]
[,28546,624.319,234.5265935,155.2954718,28864,190.6459967,0.920326699,0.008215743,]
[,28546,612.114,220.0364105,165.5130155,28776,190.6459967,0.957393557,0.007708135,]
[,28547,632.851,224.4680577,163.4534937,28958,190.6493359,0.895709948,0.007863105,]
[,28549,630.878,232.6747036,156.7858937,28900,190.6560142,0.901384319,0.008150012,]
[,28550,657.63,236.064799,154.2676278,29076,190.6593533,0.829569436,0.008268469,]
[,28552,619.107,227.103332,160.1897186,28868,190.6660313,0.936084319,0.007954025,]
[,28555,634.899,231.4131496,157.6592056,28992,190.6760478,0.890190064,0.00810412,]
[,28562,625.547,236.0184004,154.7383861,28874,190.6994176,0.917230711,0.008263371,]
[,28572,629.666,233.195044,156.4285063,28913,190.7327981,0.905586665,0.008161663,]
[,28572,610.194,211.574301,172.6720026,28796,190.7327981,0.964305491,0.007404952,]
[,28581,627.368,236.7231605,153.9600203,28927,190.7628356,0.912520349,0.008282536,]
[,28583,635.193,243.6148341,149.7205538,28947,190.7695099,0.890238283,0.008523067,]
[,28584,625.161,232.7674861,156.5727079,28869,190.772847,0.919071106,0.008143279,]
[,28587,627.475,227.4244037,160.5624757,28936,190.7828579,0.912400661,0.007955518,]
[,28591,618.247,214.6012528,170.5188635,28989,190.796205,0.939972557,0.007505902,]
[,28597,622.214,222.4268376,164.0193755,28969,190.8162238,0.928219702,0.007777978,]
[,28597,629.701,239.2423681,152.9864408,28960,190.8162238,0.906278283,0.008365995,]
[,28599,635.385,240.4801327,152.1330914,29024,190.8228963,0.890198373,0.00840869,]
[,28607,628.468,241.1512995,151.3781875,28909,190.8495839,0.91015601,0.0084298,]
[,28608,636.556,231.6683536,157.4549414,28983,190.8529195,0.887205303,0.008098027,]
[,28608,637.89,235.0219235,155.704338,29052,190.8529195,0.883498412,0.008215252,]
[,28612,618.909,229.7743407,158.6776529,28897,190.8662617,0.938651728,0.008030698,]
[,28615,628.078,226.9721739,161.1857974,29028,190.8762677,0.911541512,0.00793193,]
[,28625,620.434,231.0404063,157.9498626,28895,190.9096173,0.934467455,0.008071281,]
[,28628,626.577,231.0964606,158.5905524,28931,190.919621,0.916330146,0.008072393,]
[,28640,621.697,223.6481814,163.2321505,28927,190.9596307,0.931162193,0.007808945,]
[,28641,624.687,234.9392178,155.7209757,28914,190.9629645,0.922301903,0.008202899,]
[,28644,636.234,243.6983397,150.0021092,28987,190.9729654,0.889221145,0.008507832,]
[,28653,629.485,240.8427665,151.9037479,28962,191.0029651,0.908676282,0.008405499,]
[,28654,636.062,236.7389484,154.5394214,29012,191.0062981,0.890012732,0.008261986,]
[,28657,632.81,243.0925497,150.4128659,28973,191.0162968,0.8992779,0.008482833,]
[,28671,624.75,236.5879564,154.5129816,28969,191.0629503,0.923081772,0.008251821,]
[,28671,627.304,234.4542717,156.1420371,29059,191.0629503,0.915580619,0.008177401,]
[,28679,632.306,245.1066847,149.2065897,28944,191.0896044,0.901403546,0.008546556,]
[,28687,633.471,241.8785239,151.3485535,29030,191.1162547,0.898341622,0.008431642,]
[,28692,628.311,224.0545728,163.9767077,29037,191.1329093,0.913316618,0.007808956,]
[,28695,645.113,247.83149,147.6442392,29049,191.1429013,0.866451994,0.008636748,]
[,28696,622.245,227.220193,161.4139868,29034,191.1462319,0.931340302,0.007918183,]
[,28705,646.974,249.6961611,146.6078322,29097,191.1762044,0.861774738,0.008698699,]
[,28705,630.683,239.0595552,153.2405628,29031,191.1762044,0.906870272,0.00832815,]
[,28707,618.462,222.2300722,164.9902335,29016,191.1828643,0.943130158,0.00774132,]
[,28708,631.768,227.6266361,161.2454747,29132,191.1861942,0.903852477,0.007929031,]
[,28723,620.313,226.5884564,161.8852939,29059,191.2361353,0.938032524,0.007888746,]
[,28735,626.796,237.5535597,154.265672,29049,191.2760788,0.919112416,0.008267046,]
[,28736,646.635,246.1159663,148.9879431,29138,191.279407,0.863610201,0.008564726,]
[,28736,652.79,245.1565597,150.3931283,29209,191.279407,0.847401431,0.008531339,]
[,28740,622.001,227.6661333,161.1326443,29052,191.2927195,0.9335003,0.007921577,]
[,28746,634.322,239.1722047,154.1514188,29087,191.3126863,0.897775474,0.008320191,]
[,28746,636.721,232.4175742,158.2027717,29172,191.3126863,0.891023047,0.008085214,]
[,28749,626.105,229.6698895,159.9659553,29085,191.322669,0.921591081,0.007988796,]
[,28752,638.213,243.6536926,150.4666239,29057,191.3326511,0.887047,0.008474322,]
[,28753,622.095,226.5597708,162.0600369,29065,191.3359784,0.933640337,0.007879518,]
[,28754,618.817,222.8032895,164.9958869,29033,191.3393056,0.943590719,0.007748602,]
[,28771,635.01,233.3597483,157.2593398,29223,191.3958593,0.896610235,0.008110936,]
[,28771,636.7,241.943451,151.7782079,29121,191.3958593,0.891856786,0.008409282,]
[,28772,630.362,229.9907855,159.6093666,29127,191.3991854,0.909912992,0.007993563,]
[,28773,637.817,240.1235259,153.5116158,29125,191.4025115,0.888797509,0.008345446,]
[,28784,637.509,242.4056074,151.4868411,29094,191.4390949,0.889996645,0.00842154,]
[,28787,625.698,235.601511,156.1149708,29142,191.449071,0.924010142,0.008184302,]
[,28788,638.503,243.2529008,151.1621769,29118,191.4523962,0.887351063,0.008449802,]
[,28804,625.63,230.4919621,159.7314893,29128,191.5055922,0.924756803,0.008002082,]
[,28809,635.921,239.7660724,153.5396299,29166,191.5222129,0.895223994,0.00832261,]
[,28810,620.445,223.5549278,164.5262473,29134,191.5255369,0.94047346,0.00775963,]
[,28814,619.554,228.3790911,160.7908762,29079,191.5388322,0.943311405,0.007925977,]
[,28814,628.443,236.4423025,155.5729145,29137,191.5388322,0.91681483,0.008205813,]
[,28816,633.073,232.5481194,158.1632811,29174,191.5454795,0.903516267,0.008070104,]
[,28819,637.061,240.712885,153.1319163,29320,191.55545,0.892332546,0.008352576,]
[,28830,643.21,233.258808,158.0701955,29263,191.5920042,0.875687057,0.008090836,]
[,28838,633.81,233.2966014,158.1039237,29225,191.6185847,0.902104455,0.008089902,]
[,28841,633.244,234.8188779,157.0414686,29248,191.6285514,0.903811809,0.008141842,]
[,28843,628.281,226.8472462,162.6073761,29170,191.6351956,0.918210895,0.007864898,]
[,28847,640.822,233.4161316,157.9871675,29335,191.6484833,0.882745866,0.008091522,]
[,28850,625.493,224.1838352,164.04999,29235,191.6584485,0.926639425,0.00777067,]
[,28856,616.758,219.7039144,167.5953485,29176,191.6783772,0.953271064,0.007613804,]
[,28861,634.629,235.6350971,156.5353289,29245,191.694983,0.900495219,0.008164481,]
[,28872,639.089,248.5424404,148.3587007,29252,191.7315105,0.888308971,0.008608425,]
[,28877,624.713,233.3248339,157.9862644,29172,191.7481117,0.92982421,0.008079954,]
[,28881,625.016,238.0328966,154.7716816,29126,191.7613916,0.929051567,0.008241851,]
[,28888,626.193,228.3934652,161.4190492,29222,191.7846291,0.925786668,0.007906171,]
[,28892,623.771,226.5833689,162.6860396,29215,191.7979065,0.933119167,0.007842426,]
[,28897,625.84,230.0211982,160.2509244,29227,191.8145019,0.92712008,0.007960037,]
[,28911,618.046,218.624846,168.8209692,29182,191.8609613,0.951111379,0.007561995,]
[,28912,630.948,233.888155,157.7573468,29305,191.8642794,0.912642866,0.008089657,]
[,28920,639.525,230.6890805,160.0492266,29296,191.8908222,0.888572974,0.007976801,]
[,28927,635.008,230.2945478,160.43718,29324,191.9140441,0.901477447,0.007961232,]
[,28929,637.003,245.240063,150.8091116,29192,191.9206784,0.895901637,0.008477309,]
[,28935,625.763,217.2830795,169.937502,29254,191.9405799,0.928567735,0.007509351,]
[,28942,638.821,239.8611924,154.004371,29368,191.9637958,0.891209967,0.008287651,]
[,28942,638.382,242.3026956,153.1619974,29341,191.9637958,0.892436115,0.008372009,]
[,28942,629.767,228.4449167,161.6017172,29328,191.9637958,0.91701957,0.007893197,]
[,28950,627.888,229.9100571,160.7021206,29262,191.9903248,0.922771273,0.007941625,]
[,28950,637.584,243.3087158,152.2381748,29237,191.9903248,0.89491876,0.008404446,]
[,28954,637.481,234.5514844,157.4785332,29349,192.0035879,0.895331663,0.008100832,]
[,28960,627.343,230.5684836,160.4623716,29266,192.0234809,0.924694573,0.007961619,]
[,28964,624.872,230.7781918,159.910621,29266,192.0367417,0.932151008,0.00796776,]
[,28972,651.728,244.2742831,153.0912038,29496,192.0632606,0.857147536,0.008431392,]
[,28976,623.07,227.4846357,162.640096,29279,192.0765187,0.937939044,0.007850795,]
[,28987,649.391,241.042983,154.3733699,29451,192.1129738,0.863774947,0.008315555,]
[,28993,629.099,226.782185,163.3926498,29335,192.1328554,0.920587407,0.007821963,]
[,28995,631.422,241.2716197,153.1876014,29290,192.1394821,0.913889228,0.008321146,]
[,28997,631.155,224.3568797,165.1091357,29411,192.1461087,0.914725694,0.007737245,]
[,28998,636.943,247.521561,149.9010298,29307,192.1494219,0.898207695,0.008535815,]
[,29001,633.837,242.1577423,152.6352178,29279,192.159361,0.9071261,0.008349979,]
[,29002,643.039,247.1040501,149.7897089,29355,192.162674,0.881379988,0.008520242,]
[,29007,633.884,245.3370486,151.0082188,29302,192.1792379,0.907179232,0.008457857,]
[,29007,626.673,235.2721068,157.2949632,29341,192.1792379,0.928176806,0.008110873,]
[,29008,637.927,239.3587518,155.6394161,29303,192.1825505,0.895747661,0.008251474,]
[,29010,631.818,238.4778657,155.4379018,29332,192.1891755,0.913216193,0.00822054,]
[,29024,633.222,225.0633287,165.8171115,29430,192.2355444,0.909609818,0.007754387,]
[,29030,626.492,229.2453412,161.6185812,29318,192.2554134,0.929449591,0.007896843,]
[,29037,639.176,238.5018214,155.2258911,29420,192.2785913,0.893142364,0.008213721,]
[,29037,630.512,227.9406637,162.6709752,29391,192.2785913,0.917856728,0.007850007,]
[,29044,633.504,236.1569442,157.0459275,29438,192.3017663,0.909426425,0.008131006,]
[,29045,630.965,238.3250991,155.7520506,29335,192.3050768,0.91679177,0.008205374,]
[,29047,694.716,230.9578509,160.5771097,29737,192.3116977,0.756304259,0.007951177,]
[,29051,625.226,232.1753426,159.8692152,29333,192.3249386,0.933892507,0.007991991,]
[,29054,621.3,229.3542841,161.7145945,29351,192.3348687,0.945830009,0.007894069,]
[,29059,622.307,225.3313696,164.4132381,29372,192.3514178,0.942933698,0.007754271,]
[,29060,638.507,242.1319108,153.2172856,29423,192.3547274,0.895723871,0.008332137,]
[,29062,628.652,230.6889519,160.5762633,29423,192.3613466,0.92409104,0.007937821,]
[,29063,628.813,238.2885154,155.7110109,29336,192.364656,0.923649677,0.008199034,]
[,29067,629.906,230.0918331,161.1475773,29478,192.3778933,0.920573745,0.007915913,]
[,29068,644.43,253.4954541,146.2546309,29384,192.3812025,0.879576294,0.008720774,]
[,29070,637.119,241.9412146,153.0790439,29353,192.3878207,0.89994047,0.008322711,]
[,29070,630.761,234.5562905,158.0432726,29419,192.3878207,0.918174505,0.008068672,]
[,29076,636.353,235.0615165,158.0336191,29490,192.407674,0.902294546,0.008084383,]
[,29080,623.192,228.7066227,162.0935662,29360,192.4209083,0.940936958,0.007864739,]
[,29081,638.527,238.8763025,155.2048378,29406,192.4242168,0.896315008,0.008214171,]
[,29081,636.593,237.3015274,156.4313802,29481,192.4242168,0.901769376,0.00816002,]
[,29081,628.774,228.8841672,162.3086009,29460,192.4242168,0.924336388,0.007870574,]
[,29085,629.561,231.2591974,160.4912969,29441,192.43745,0.92215367,0.00795115,]
[,29085,637.8,234.3289414,158.7182871,29566,192.43745,0.898483079,0.008056694,]
[,29087,632.507,241.1708794,153.7918713,29489,192.4440663,0.913646348,0.008291363,]
[,29088,634.555,233.7540623,158.5635316,29440,192.4473743,0.907789562,0.0080361,]
[,29097,632.194,239.178088,155.3212912,29384,192.4771442,0.914865686,0.008220026,]
[,29098,638.41,243.2299584,152.7184161,29464,192.4804517,0.897167724,0.008358992,]
[,29099,633.011,232.2059865,160.4133141,29538,192.4837591,0.912568376,0.007979861,]
[,29112,632.794,242.3495216,154.1074782,29496,192.5267504,0.913602336,0.008324729,]
[,29116,625.044,231.9911065,160.1432995,29390,192.5399766,0.936527196,0.007967822,]
[,29118,634.887,244.7380163,151.9323565,29411,192.5465893,0.907775666,0.008405042,]
[,29119,643.089,250.4928561,148.3821804,29407,192.5498956,0.884798053,0.008602385,]
[,29122,631.487,231.8468893,160.1434529,29507,192.5598141,0.917703172,0.007961228,]
[,29123,626.011,229.1810558,162.0426957,29432,192.5631202,0.933860584,0.007869418,]
[,29124,644.032,252.6723403,147.0692248,29437,192.5664262,0.882360368,0.008675743,]
[,29135,650.303,253.2513804,147.1590265,29478,192.6027885,0.865751737,0.008692342,]
[,29144,628.216,234.7564055,158.7917162,29386,192.6325344,0.92798517,0.008055051,]
[,29149,638.688,243.9807936,152.660434,29460,192.6490578,0.897957974,0.008370126,]
[,29154,631.041,233.5074911,159.3296519,29499,192.6655799,0.920010659,0.00800945,]
[,29155,628.707,230.6324363,161.2377084,29549,192.6688842,0.926885991,0.007910562,]
[,29156,635.581,237.5203333,156.9439361,29592,192.6721884,0.906976415,0.008146534,]
[,29158,626.228,229.0498289,162.2908031,29440,192.6787966,0.93433503,0.007855471,]
[,29162,653.27,242.7035113,153.7599865,29651,192.6920123,0.858700549,0.008322595,]
[,29162,629.597,220.9347571,169.3342726,29644,192.6920123,0.924489259,0.007576118,]
[,29166,634.38,238.4738308,156.0907294,29526,192.7052271,0.910726073,0.008176433,]
[,29167,638.583,235.0762836,159.0496434,29549,192.7085307,0.898807981,0.008059666,]
[,29170,630.115,229.1894675,162.4229328,29447,192.718441,0.923223088,0.007857027,]
[,29172,631.886,231.6411143,160.625464,29487,192.7250477,0.918118212,0.007940529,]
